t,y,yerr
11.01045205119766,-1.8484770235505996,1.0049671415301122
20.683062493960236,0.409193809312396,0.9986173569882881
24.16277681015544,3.3108795839888003,1.0064768853810069
36.75474768021414,-6.004880109809815,1.0152302985640802
37.46390211399753,-4.611417101783897,0.9976584662527667
37.81775658016795,-3.5223972876818728,0.9976586304305082
59.64700518014232,0.9661409016173208,1.015792128155074
115.5450594375932,-3.7894252188429784,1.007674347291529
117.27305223412364,-3.792593517516908,0.9953052561406505
140.00079649505858,-1.1579186777061397,1.0054256004358597
159.01309933629426,-5.838402565076997,0.9953658230718754
164.00351223981846,0.6335610029081011,0.9953427024642975
169.8025189118588,0.6261398332560955,1.0024196227156603
173.12522508663895,2.8938282008772456,0.980867197553422
180.0295850843655,-0.45505058497408524,0.9827508216748697
184.61502303567613,1.7572029653186982,0.9943771247075903
214.0504792375998,-0.04884188949548877,0.9898716887966558
215.2808196494933,-1.6553592454289376,1.0031424733259526
217.82577884862164,1.5936839846338677,0.9909197592447879
222.00841579100327,1.4923984874208882,0.9858769629866471
222.7996466747032,1.8036409312921884,1.0146564876892155
233.56553385856793,-2.591182730653613,0.9977422369951346
238.58042721483127,0.21505934465537635,1.0006752820468792
242.47274686582864,-2.2654689950527453,0.9857525181378655
252.7264147812176,0.6203181437390041,0.9945561727547482
258.3384541782703,2.4650758119846046,1.0011092258970986
258.5441123451053,-1.9595033632101473,0.988490064225777
270.06441237810975,-0.09632962571979209,1.0037569801834567
281.1146126736459,-0.9048654372300653,0.9939936131008119
305.4052038424982,1.7985779491086729,0.9970830625020672
312.0016652214321,-2.3501778388389747,0.993982933877706
315.459528583106,-2.5198981046597844,1.0185227818450895
344.0617658245808,0.5486126090419143,0.9998650277526206
347.6163748458062,3.7612066936034347,0.989422890710441
360.9294646223838,-3.2846270872678764,1.0082254491210318
364.9905717003437,5.833017832058956,0.9877915635002897
364.9994282066363,2.5493170034276904,1.0020886359500476
371.44685369537694,-0.40015182228778223,0.9804032987612022
410.79738203276617,1.7964843388098144,0.9867181395110157
420.9643258192383,-1.600401905491971,1.0019686123586913
429.6069694883713,0.7446804538771166,1.0073846657999541
437.8839691168262,0.9135951398360923,1.0017136828118998
455.11226282357467,-3.8690886384593703,0.9988435171761176
458.2973785876169,-0.9806062270598808,0.9969889630441071
474.28249659391264,-1.6198768630369746,0.9852147800963257
475.6076140595057,-0.29832987094414665,0.992801557916053
481.8897061317472,-1.6686634881266855,0.9953936122904021
490.5968260072958,-1.4371127928384375,1.0105712222621892
492.49497849732165,0.1100281909284132,1.0034361828956846
494.50908757626024,-0.9952881805759328,0.9823695984463726
501.8628933917539,2.0828063865189126,1.003240839693948
511.8628695769072,-1.541003742453409,0.9961491771958368
519.1975802210102,-0.9584507310542973,0.9932307799969404
519.648174277156,0.3294624046296645,1.0061167628884087
524.3719423786365,1.3622540272861114,1.0103099952249595
524.6502215312385,-0.01010343449400386,1.009312801191162
528.446295353446,3.7361573909128305,0.9916078247677736
537.5186301323718,-0.3586422803524526,0.9969078762414878
563.3368768347984,-1.798635834485733,1.0033126343140357
573.9693304943627,0.8426066568495764,1.0097554512712237
578.3022582197959,-1.5873339571011955,0.9952082576215471
587.5358136296472,1.084576155884691,0.9981434102333618
598.5601271148611,2.3918515742803117,0.9889366502599397
640.0745041502992,-0.8437120856382552,0.9880379337591932
659.0018192401691,0.49806237854889157,1.008125258223942
669.2940483014112,-0.008274346929172283,1.0135624002857082
678.3337359129633,2.2635083888158913,0.9992798987841967
687.4962015474387,1.6117453300690547,1.0100353289789203
697.6777165657178,1.3279489230487942,1.0036163602504764
718.0836978413306,-0.13682563232859557,0.9935488024539487
720.9336292197253,-1.5953880242099183,1.003613956055084
734.1925932442987,2.8275988210014007,1.0153803656646596
741.8605320601911,-2.0916964130625533,0.9996417396089005
747.5012148346844,-3.0497549293758013,1.0156464365581401
750.8300823529154,-1.2456916097780675,0.9738025489591026
762.2083790962141,0.3440372960669049,1.0082190250437522
762.5876454986457,-0.9143208940938287,1.0008704706823817
780.4642414250906,1.5543947911889249,0.9970099264953414
781.4435463865245,-2.395068279298932,1.000917607765355
783.2536916311456,-0.3172405151571702,0.9801243108539911
785.2611552559703,-3.980366524449593,0.9978032811216249
789.9475415802377,-3.7060454498215103,1.0035711257151174
804.7081489532,-2.0554796166064655,1.0147789404474152
812.4778967008943,4.202142492029445,0.9948172978172636
826.1247463981372,-3.5709724496026816,0.9919150639710681
827.3006882712036,-1.81416091907679,0.9949824295641546
842.1811011233176,0.6723292509199348,1.0091540211770207
846.1539084171591,-0.10316507457556237,1.0032875110965969
846.2032788852543,-1.194379308718833,0.9947023979623296
848.4224847903422,-1.9144871276177438,1.0051326743311335
871.4692643992192,-1.203033523449811,1.0009707754934805
872.8371146593748,1.0615804351149234,1.0096864499053289
886.0834970102156,0.11353701956991846,0.9929794690612265
896.0165237253502,2.4166052642616065,0.9967233785340223
919.5832934462602,0.8936527931997811,0.9960789184686785
933.5893661385661,6.148706292125162,0.9853648505186788
941.473449406437,-4.311841430791187,1.0029612027706458
953.3126665927416,0.801712418403188,1.002610552721799
956.5274463332933,2.2113768678078296,1.0000511345664247
999.9331042029992,-0.31918123321771685,0.9976541286662486
